1, 0.16046174337863922, 22.16
2, 0.11273087728023529, 28.83
3, 0.10227546153068542, 32.05
4, 0.09694142414331436, 34.07
5, 0.09433245711326599, 34.95
6, 0.09277531307935714, 35.72
7, 0.09064300526380539, 37.22
8, 0.08949494302272797, 37.29
9, 0.08944268628358841, 38.29
10, 0.08913736691474915, 37.72
11, 0.08841719326376915, 38.02
12, 0.08714669969677925, 38.78
13, 0.08641278264522552, 40.28
14, 0.08570130015611649, 40.39
15, 0.08580864742994308, 41.17
16, 0.08573874396085739, 40.58
17, 0.08548368418812752, 41.85
18, 0.08521363859772682, 41.4
19, 0.08575392451286316, 41.15
20, 0.08627912821769715, 40.95
21, 0.08555108140707016, 41.38
22, 0.08497897779941559, 42.62
23, 0.08385351160764694, 42.82
24, 0.0850173613011837, 42.45
25, 0.08434757084250451, 43.48
26, 0.08403812446594239, 43.48
27, 0.08481822353601455, 44.02
28, 0.0835678569316864, 43.45
29, 0.08386469184756279, 43.49
30, 0.08321992376446724, 44.09
31, 0.0846375977575779, 44.16
32, 0.0828494002878666, 44.69
33, 0.08424561377763748, 44.16
34, 0.08420347962975502, 43.61
35, 0.08246870726346969, 44.87
36, 0.0831338526070118, 44.57
37, 0.08279322990179062, 45.62
38, 0.08257000914216042, 45.63
39, 0.08266291528344154, 46.15
40, 0.08230519676208496, 46.43
41, 0.08310881500840187, 45.83
42, 0.08311643341183662, 45.56
43, 0.08273484899401665, 46.24
44, 0.0825090359210968, 45.98
45, 0.08257880724072457, 45.7
46, 0.08154351307749748, 46.65
47, 0.08129668743610383, 46.56
48, 0.0816814968764782, 47.01
49, 0.08087488917112351, 46.93
50, 0.08047699939608574, 47.31
51, 0.08057480488419533, 47.28
52, 0.08024709218144417, 47.41
53, 0.07958319683670997, 48.03
